2021-10-05 13:54:00,3.323
2021-10-05 13:55:00,3.323
2021-10-05 13:56:00,3.323
2021-10-05 13:57:00,3.323
2021-10-05 13:58:00,3.323
2021-10-05 13:59:00,3.323
2021-10-05 14:00:00,3.306
2021-10-05 14:01:00,3.306
2021-10-05 14:02:00,3.306
2021-10-05 14:03:00,3.306
2021-10-05 14:04:00,3.306
2021-10-05 14:05:00,3.306
2021-10-05 14:06:00,3.306
2021-10-05 14:07:00,3.306
2021-10-05 14:08:00,3.306
2021-10-05 14:09:00,3.306
2021-10-05 14:10:00,3.306
2021-10-05 14:11:00,3.282
2021-10-05 14:12:00,3.282
2021-10-05 14:13:00,3.282
2021-10-05 14:14:00,3.282
2021-10-05 14:15:00,3.282
2021-10-05 14:16:00,3.282
2021-10-05 14:17:00,3.282
2021-10-05 14:18:00,3.282
2021-10-05 14:19:00,3.282
2021-10-05 14:20:00,3.282
2021-10-05 14:21:00,3.25
2021-10-05 14:22:00,3.25
2021-10-05 14:23:00,3.25
2021-10-05 14:24:00,3.25
2021-10-05 14:25:00,3.25
2021-10-05 14:26:00,3.25
2021-10-05 14:27:00,3.25
2021-10-05 14:28:00,3.25
2021-10-05 14:29:00,3.25
2021-10-05 14:30:00,3.211
2021-10-05 14:31:00,3.211
2021-10-05 14:32:00,3.211
2021-10-05 14:33:00,3.211
2021-10-05 14:34:00,3.211
2021-10-05 14:35:00,3.211
2021-10-05 14:36:00,3.211
2021-10-05 14:37:00,3.211
2021-10-05 14:38:00,3.211
2021-10-05 14:39:00,3.211
2021-10-05 14:40:00,3.211
2021-10-05 14:41:00,3.165
2021-10-05 14:42:00,3.165
2021-10-05 14:43:00,3.165
2021-10-05 14:44:00,3.165
2021-10-05 14:45:00,3.165
2021-10-05 14:46:00,3.165
2021-10-05 14:47:00,3.165
2021-10-05 14:48:00,3.165
2021-10-05 14:49:00,3.165
2021-10-05 14:50:00,3.165
2021-10-05 14:51:00,3.112
2021-10-05 14:52:00,3.112
2021-10-05 14:53:00,3.112
2021-10-05 14:54:00,3.112
2021-10-05 14:55:00,3.112
2021-10-05 14:56:00,3.112
2021-10-05 14:57:00,3.112
2021-10-05 14:58:00,3.112
2021-10-05 14:59:00,3.112
2021-10-05 15:00:00,3.053
2021-10-05 15:01:00,3.053
2021-10-05 15:02:00,3.053
2021-10-05 15:03:00,3.053
2021-10-05 15:04:00,3.053
2021-10-05 15:05:00,3.053
2021-10-05 15:06:00,3.053
2021-10-05 15:07:00,3.053
2021-10-05 15:08:00,3.053
2021-10-05 15:09:00,3.053
2021-10-05 15:10:00,3.053
2021-10-05 15:11:00,2.987
2021-10-05 15:12:00,2.987
2021-10-05 15:13:00,2.987
2021-10-05 15:14:00,2.987
2021-10-05 15:15:00,2.987
2021-10-05 15:16:00,2.987
2021-10-05 15:17:00,2.987
2021-10-05 15:18:00,2.987
2021-10-05 15:19:00,2.987
2021-10-05 15:20:00,2.987
2021-10-05 15:21:00,2.917
2021-10-05 15:22:00,2.917
2021-10-05 15:23:00,2.917
2021-10-05 15:24:00,2.917
2021-10-05 15:25:00,2.917
2021-10-05 15:26:00,2.917
2021-10-05 15:27:00,2.917
2021-10-05 15:28:00,2.917
2021-10-05 15:29:00,2.917
2021-10-05 15:30:00,2.84
2021-10-05 15:31:00,2.84
2021-10-05 15:32:00,2.84
2021-10-05 15:33:00,2.84
2021-10-05 15:34:00,2.84
2021-10-05 15:35:00,2.84
2021-10-05 15:36:00,2.84
2021-10-05 15:37:00,2.84
2021-10-05 15:38:00,2.84
2021-10-05 15:39:00,2.84
2021-10-05 15:40:00,2.84
2021-10-05 15:41:00,2.76
2021-10-05 15:42:00,2.76
2021-10-05 15:43:00,2.76
2021-10-05 15:44:00,2.76
2021-10-05 15:45:00,2.76
2021-10-05 15:46:00,2.76
2021-10-05 15:47:00,2.76
2021-10-05 15:48:00,2.76
2021-10-05 15:49:00,2.76
2021-10-05 15:50:00,2.76
2021-10-05 15:51:00,2.675
2021-10-05 15:52:00,2.675
2021-10-05 15:53:00,2.675
2021-10-05 15:54:00,2.675
2021-10-05 15:55:00,2.675
2021-10-05 15:56:00,2.675
2021-10-05 15:57:00,2.675
2021-10-05 15:58:00,2.675
2021-10-05 15:59:00,2.675
2021-10-05 16:00:00,2.586
2021-10-05 16:01:00,2.586
2021-10-05 16:02:00,2.586
2021-10-05 16:03:00,2.586
2021-10-05 16:04:00,2.586
2021-10-05 16:05:00,2.586
2021-10-05 16:06:00,2.586
2021-10-05 16:07:00,2.586
2021-10-05 16:08:00,2.586
2021-10-05 16:09:00,2.586
2021-10-05 16:10:00,2.586
2021-10-05 16:11:00,2.495
2021-10-05 16:12:00,2.495
2021-10-05 16:13:00,2.495
2021-10-05 16:14:00,2.495
2021-10-05 16:15:00,2.495
2021-10-05 16:16:00,2.495
2021-10-05 16:17:00,2.495
2021-10-05 16:18:00,2.495
2021-10-05 16:19:00,2.495
2021-10-05 16:20:00,2.495
2021-10-05 16:21:00,2.401
2021-10-05 16:22:00,2.401
2021-10-05 16:23:00,2.401
2021-10-05 16:24:00,2.401
2021-10-05 16:25:00,2.401
2021-10-05 16:26:00,2.401
2021-10-05 16:27:00,2.401
2021-10-05 16:28:00,2.401
2021-10-05 16:29:00,2.401
2021-10-05 16:30:00,2.306
2021-10-05 16:31:00,2.306
2021-10-05 16:32:00,2.306
2021-10-05 16:33:00,2.306
2021-10-05 16:34:00,2.306
2021-10-05 16:35:00,2.306
2021-10-05 16:36:00,2.306
2021-10-05 16:37:00,2.306
2021-10-05 16:38:00,2.306
2021-10-05 16:39:00,2.306
2021-10-05 16:40:00,2.306
2021-10-05 16:41:00,2.209
2021-10-05 16:42:00,2.209
2021-10-05 16:43:00,2.209
2021-10-05 16:44:00,2.209
2021-10-05 16:45:00,2.209
2021-10-05 16:46:00,2.209
2021-10-05 16:47:00,2.209
2021-10-05 16:48:00,2.209
2021-10-05 16:49:00,2.209
2021-10-05 16:50:00,2.209
2021-10-05 16:51:00,2.112
2021-10-05 16:52:00,2.112
2021-10-05 16:53:00,2.112
2021-10-05 16:54:00,2.112
2021-10-05 16:55:00,2.112
2021-10-05 16:56:00,2.112
2021-10-05 16:57:00,2.112
2021-10-05 16:58:00,2.112
2021-10-05 16:59:00,2.112
2021-10-05 17:00:00,2.016
2021-10-05 17:01:00,2.016
2021-10-05 17:02:00,2.016
2021-10-05 17:03:00,2.016
2021-10-05 17:04:00,2.016
2021-10-05 17:05:00,2.016
2021-10-05 17:06:00,2.016
2021-10-05 17:07:00,2.016
2021-10-05 17:08:00,2.016
2021-10-05 17:09:00,2.016
2021-10-05 17:10:00,2.016
2021-10-05 17:11:00,1.92
2021-10-05 17:12:00,1.92
2021-10-05 17:13:00,1.92
2021-10-05 17:14:00,1.92
2021-10-05 17:15:00,1.92
2021-10-05 17:16:00,1.92
2021-10-05 17:17:00,1.92
2021-10-05 17:18:00,1.92
2021-10-05 17:19:00,1.92
2021-10-05 17:20:00,1.92
2021-10-05 17:21:00,1.826
2021-10-05 17:22:00,1.826
2021-10-05 17:23:00,1.826
2021-10-05 17:24:00,1.826
2021-10-05 17:25:00,1.826
2021-10-05 17:26:00,1.826
2021-10-05 17:27:00,1.826
2021-10-05 17:28:00,1.826
2021-10-05 17:29:00,1.826
2021-10-05 17:30:00,1.735
2021-10-05 17:31:00,1.735
2021-10-05 17:32:00,1.735
2021-10-05 17:33:00,1.735
2021-10-05 17:34:00,1.735
2021-10-05 17:35:00,1.735
2021-10-05 17:36:00,1.735
2021-10-05 17:37:00,1.735
2021-10-05 17:38:00,1.735
2021-10-05 17:39:00,1.735
2021-10-05 17:40:00,1.735
2021-10-05 17:41:00,1.646
2021-10-05 17:42:00,1.646
2021-10-05 17:43:00,1.646
2021-10-05 17:44:00,1.646
2021-10-05 17:45:00,1.646
2021-10-05 17:46:00,1.646
2021-10-05 17:47:00,1.646
2021-10-05 17:48:00,1.646
2021-10-05 17:49:00,1.646
2021-10-05 17:50:00,1.646
2021-10-05 17:51:00,1.561
2021-10-05 17:52:00,1.561
2021-10-05 17:53:00,1.561
2021-10-05 17:54:00,1.561
2021-10-05 17:55:00,1.561
2021-10-05 17:56:00,1.561
2021-10-05 17:57:00,1.561
2021-10-05 17:58:00,1.561
2021-10-05 17:59:00,1.561
2021-10-05 18:00:00,1.48
2021-10-05 18:01:00,1.48
2021-10-05 18:02:00,1.48
2021-10-05 18:03:00,1.48
2021-10-05 18:04:00,1.48
2021-10-05 18:05:00,1.48
2021-10-05 18:06:00,1.48
2021-10-05 18:07:00,1.48
2021-10-05 18:08:00,1.48
2021-10-05 18:09:00,1.48
2021-10-05 18:10:00,1.48
2021-10-05 18:11:00,1.404
2021-10-05 18:12:00,1.404
2021-10-05 18:13:00,1.404
2021-10-05 18:14:00,1.404
2021-10-05 18:15:00,1.404
2021-10-05 18:16:00,1.404
2021-10-05 18:17:00,1.404
2021-10-05 18:18:00,1.404
2021-10-05 18:19:00,1.404
2021-10-05 18:20:00,1.404
2021-10-05 18:21:00,1.333
2021-10-05 18:22:00,1.333
2021-10-05 18:23:00,1.333
2021-10-05 18:24:00,1.333
2021-10-05 18:25:00,1.333
2021-10-05 18:26:00,1.333
2021-10-05 18:27:00,1.333
2021-10-05 18:28:00,1.333
2021-10-05 18:29:00,1.333
2021-10-05 18:30:00,1.268
2021-10-05 18:31:00,1.268
2021-10-05 18:32:00,1.268
2021-10-05 18:33:00,1.268
2021-10-05 18:34:00,1.268
2021-10-05 18:35:00,1.268
2021-10-05 18:36:00,1.268
2021-10-05 18:37:00,1.268
2021-10-05 18:38:00,1.268
2021-10-05 18:39:00,1.268
2021-10-05 18:40:00,1.268
2021-10-05 18:41:00,1.209
2021-10-05 18:42:00,1.209
2021-10-05 18:43:00,1.209
2021-10-05 18:44:00,1.209
2021-10-05 18:45:00,1.209
2021-10-05 18:46:00,1.209
2021-10-05 18:47:00,1.209
2021-10-05 18:48:00,1.209
2021-10-05 18:49:00,1.209
2021-10-05 18:50:00,1.209
2021-10-05 18:51:00,1.157
2021-10-05 18:52:00,1.157
2021-10-05 18:53:00,1.157
2021-10-05 18:54:00,1.157
2021-10-05 18:55:00,1.157
2021-10-05 18:56:00,1.157
2021-10-05 18:57:00,1.157
2021-10-05 18:58:00,1.157
2021-10-05 18:59:00,1.157
2021-10-05 19:00:00,1.112
2021-10-05 19:01:00,1.112
2021-10-05 19:02:00,1.112
2021-10-05 19:03:00,1.112
2021-10-05 19:04:00,1.112
2021-10-05 19:05:00,1.112
2021-10-05 19:06:00,1.112
2021-10-05 19:07:00,1.112
2021-10-05 19:08:00,1.112
2021-10-05 19:09:00,1.112
2021-10-05 19:10:00,1.112
2021-10-05 19:11:00,1.074
2021-10-05 19:12:00,1.074
2021-10-05 19:13:00,1.074
2021-10-05 19:14:00,1.074
2021-10-05 19:15:00,1.074
2021-10-05 19:16:00,1.074
2021-10-05 19:17:00,1.074
2021-10-05 19:18:00,1.074
2021-10-05 19:19:00,1.074
2021-10-05 19:20:00,1.074
2021-10-05 19:21:00,1.044
2021-10-05 19:22:00,1.044
2021-10-05 19:23:00,1.044
2021-10-05 19:24:00,1.044
2021-10-05 19:25:00,1.044
2021-10-05 19:26:00,1.044
2021-10-05 19:27:00,1.044
2021-10-05 19:28:00,1.044
2021-10-05 19:29:00,1.044
2021-10-05 19:30:00,1.023
2021-10-05 19:31:00,1.023
2021-10-05 19:32:00,1.023
2021-10-05 19:33:00,1.023
2021-10-05 19:34:00,1.023
2021-10-05 19:35:00,1.023
2021-10-05 19:36:00,1.023
2021-10-05 19:37:00,1.023
2021-10-05 19:38:00,1.023
2021-10-05 19:39:00,1.023
2021-10-05 19:40:00,1.023
2021-10-05 19:41:00,1.009
2021-10-05 19:42:00,1.009
2021-10-05 19:43:00,1.009
2021-10-05 19:44:00,1.009
2021-10-05 19:45:00,1.009
2021-10-05 19:46:00,1.009
2021-10-05 19:47:00,1.009
2021-10-05 19:48:00,1.009
2021-10-05 19:49:00,1.009
2021-10-05 19:50:00,1.009
2021-10-05 19:51:00,1.003
2021-10-05 19:52:00,1.003
2021-10-05 19:53:00,1.003
2021-10-05 19:54:00,1.003
2021-10-05 19:55:00,1.003
2021-10-05 19:56:00,1.003
2021-10-05 19:57:00,1.003
2021-10-05 19:58:00,1.003
2021-10-05 19:59:00,1.003
2021-10-05 20:00:00,1.006
2021-10-05 20:01:00,1.006
2021-10-05 20:02:00,1.006
2021-10-05 20:03:00,1.006
2021-10-05 20:04:00,1.006
2021-10-05 20:05:00,1.006
2021-10-05 20:06:00,1.006
2021-10-05 20:07:00,1.006
2021-10-05 20:08:00,1.006
2021-10-05 20:09:00,1.006
2021-10-05 20:10:00,1.006
2021-10-05 20:11:00,1.017
2021-10-05 20:12:00,1.017
2021-10-05 20:13:00,1.017
2021-10-05 20:14:00,1.017
2021-10-05 20:15:00,1.017
2021-10-05 20:16:00,1.017
2021-10-05 20:17:00,1.017
2021-10-05 20:18:00,1.017
2021-10-05 20:19:00,1.017
2021-10-05 20:20:00,1.017
2021-10-05 20:21:00,1.036
2021-10-05 20:22:00,1.036
2021-10-05 20:23:00,1.036
2021-10-05 20:24:00,1.036
2021-10-05 20:25:00,1.036
2021-10-05 20:26:00,1.036
2021-10-05 20:27:00,1.036
2021-10-05 20:28:00,1.036
2021-10-05 20:29:00,1.036
2021-10-05 20:30:00,1.063
2021-10-05 20:31:00,1.063
2021-10-05 20:32:00,1.063
2021-10-05 20:33:00,1.063
2021-10-05 20:34:00,1.063
2021-10-05 20:35:00,1.063
2021-10-05 20:36:00,1.063
2021-10-05 20:37:00,1.063
2021-10-05 20:38:00,1.063
2021-10-05 20:39:00,1.063
2021-10-05 20:40:00,1.063
2021-10-05 20:41:00,1.098
2021-10-05 20:42:00,1.098
2021-10-05 20:43:00,1.098
2021-10-05 20:44:00,1.098
2021-10-05 20:45:00,1.098
2021-10-05 20:46:00,1.098
2021-10-05 20:47:00,1.098
2021-10-05 20:48:00,1.098
2021-10-05 20:49:00,1.098
2021-10-05 20:50:00,1.098
2021-10-05 20:51:00,1.14
2021-10-05 20:52:00,1.14
2021-10-05 20:53:00,1.14
2021-10-05 20:54:00,1.14
2021-10-05 20:55:00,1.14
2021-10-05 20:56:00,1.14
2021-10-05 20:57:00,1.14
2021-10-05 20:58:00,1.14
2021-10-05 20:59:00,1.14
2021-10-05 21:00:00,1.19
2021-10-05 21:01:00,1.19
2021-10-05 21:02:00,1.19
2021-10-05 21:03:00,1.19
2021-10-05 21:04:00,1.19
2021-10-05 21:05:00,1.19
2021-10-05 21:06:00,1.19
2021-10-05 21:07:00,1.19
2021-10-05 21:08:00,1.19
2021-10-05 21:09:00,1.19
2021-10-05 21:10:00,1.19
2021-10-05 21:11:00,1.247
2021-10-05 21:12:00,1.247
2021-10-05 21:13:00,1.247
2021-10-05 21:14:00,1.247
2021-10-05 21:15:00,1.247
2021-10-05 21:16:00,1.247
2021-10-05 21:17:00,1.247
2021-10-05 21:18:00,1.247
2021-10-05 21:19:00,1.247
2021-10-05 21:20:00,1.247
2021-10-05 21:21:00,1.31
2021-10-05 21:22:00,1.31
2021-10-05 21:23:00,1.31
2021-10-05 21:24:00,1.31
2021-10-05 21:25:00,1.31
2021-10-05 21:26:00,1.31
2021-10-05 21:27:00,1.31
2021-10-05 21:28:00,1.31
2021-10-05 21:29:00,1.31
2021-10-05 21:30:00,1.38
2021-10-05 21:31:00,1.38
2021-10-05 21:32:00,1.38
2021-10-05 21:33:00,1.38
2021-10-05 21:34:00,1.38
2021-10-05 21:35:00,1.38
2021-10-05 21:36:00,1.38
2021-10-05 21:37:00,1.38
2021-10-05 21:38:00,1.38
2021-10-05 21:39:00,1.38
2021-10-05 21:40:00,1.38
2021-10-05 21:41:00,1.455
2021-10-05 21:42:00,1.455
2021-10-05 21:43:00,1.455
2021-10-05 21:44:00,1.455
2021-10-05 21:45:00,1.455
2021-10-05 21:46:00,1.455
2021-10-05 21:47:00,1.455
2021-10-05 21:48:00,1.455
2021-10-05 21:49:00,1.455
2021-10-05 21:50:00,1.455
2021-10-05 21:51:00,1.535
2021-10-05 21:52:00,1.535
2021-10-05 21:53:00,1.535
2021-10-05 21:54:00,1.535
2021-10-05 21:55:00,1.535
2021-10-05 21:56:00,1.535
2021-10-05 21:57:00,1.535
2021-10-05 21:58:00,1.535
2021-10-05 21:59:00,1.535
2021-10-05 22:00:00,1.62
2021-10-05 22:01:00,1.62
2021-10-05 22:02:00,1.62
2021-10-05 22:03:00,1.62
2021-10-05 22:04:00,1.62
2021-10-05 22:05:00,1.62
2021-10-05 22:06:00,1.62
2021-10-05 22:07:00,1.62
2021-10-05 22:08:00,1.62
2021-10-05 22:09:00,1.62
2021-10-05 22:10:00,1.62
2021-10-05 22:11:00,1.709
2021-10-05 22:12:00,1.709
2021-10-05 22:13:00,1.709
2021-10-05 22:14:00,1.709
2021-10-05 22:15:00,1.709
2021-10-05 22:16:00,1.709
2021-10-05 22:17:00,1.709
2021-10-05 22:18:00,1.709
2021-10-05 22:19:00,1.709
2021-10-05 22:20:00,1.709
2021-10-05 22:21:00,1.801
2021-10-05 22:22:00,1.801
2021-10-05 22:23:00,1.801
2021-10-05 22:24:00,1.801
2021-10-05 22:25:00,1.801
2021-10-05 22:26:00,1.801
2021-10-05 22:27:00,1.801
2021-10-05 22:28:00,1.801
2021-10-05 22:29:00,1.801
2021-10-05 22:30:00,1.895
2021-10-05 22:31:00,1.895
2021-10-05 22:32:00,1.895
2021-10-05 22:33:00,1.895
2021-10-05 22:34:00,1.895
2021-10-05 22:35:00,1.895
2021-10-05 22:36:00,1.895
2021-10-05 22:37:00,1.895
2021-10-05 22:38:00,1.895
2021-10-05 22:39:00,1.895
2021-10-05 22:40:00,1.895
2021-10-05 22:41:00,1.992
2021-10-05 22:42:00,1.992
2021-10-05 22:43:00,1.992
2021-10-05 22:44:00,1.992
2021-10-05 22:45:00,1.992
2021-10-05 22:46:00,1.992
2021-10-05 22:47:00,1.992
2021-10-05 22:48:00,1.992
2021-10-05 22:49:00,1.992
2021-10-05 22:50:00,1.992
2021-10-05 22:51:00,2.089
2021-10-05 22:52:00,2.089
2021-10-05 22:53:00,2.089
2021-10-05 22:54:00,2.089
2021-10-05 22:55:00,2.089
2021-10-05 22:56:00,2.089
2021-10-05 22:57:00,2.089
2021-10-05 22:58:00,2.089
2021-10-05 22:59:00,2.089
2021-10-05 23:00:00,2.187
2021-10-05 23:01:00,2.187
2021-10-05 23:02:00,2.187
2021-10-05 23:03:00,2.187
2021-10-05 23:04:00,2.187
2021-10-05 23:05:00,2.187
2021-10-05 23:06:00,2.187
2021-10-05 23:07:00,2.187
2021-10-05 23:08:00,2.187
2021-10-05 23:09:00,2.187
2021-10-05 23:10:00,2.187
2021-10-05 23:11:00,2.285
2021-10-05 23:12:00,2.285
2021-10-05 23:13:00,2.285
2021-10-05 23:14:00,2.285
2021-10-05 23:15:00,2.285
2021-10-05 23:16:00,2.285
2021-10-05 23:17:00,2.285
2021-10-05 23:18:00,2.285
2021-10-05 23:19:00,2.285
2021-10-05 23:20:00,2.285
2021-10-05 23:21:00,2.382
2021-10-05 23:22:00,2.382
2021-10-05 23:23:00,2.382
2021-10-05 23:24:00,2.382
2021-10-05 23:25:00,2.382
2021-10-05 23:26:00,2.382
2021-10-05 23:27:00,2.382
2021-10-05 23:28:00,2.382
2021-10-05 23:29:00,2.382
2021-10-05 23:30:00,2.478
2021-10-05 23:31:00,2.478
2021-10-05 23:32:00,2.478
2021-10-05 23:33:00,2.478
2021-10-05 23:34:00,2.478
2021-10-05 23:35:00,2.478
2021-10-05 23:36:00,2.478
2021-10-05 23:37:00,2.478
2021-10-05 23:38:00,2.478
2021-10-05 23:39:00,2.478
2021-10-05 23:40:00,2.478
2021-10-05 23:41:00,2.571
2021-10-05 23:42:00,2.571
2021-10-05 23:43:00,2.571
2021-10-05 23:44:00,2.571
2021-10-05 23:45:00,2.571
2021-10-05 23:46:00,2.571
2021-10-05 23:47:00,2.571
2021-10-05 23:48:00,2.571
2021-10-05 23:49:00,2.571
2021-10-05 23:50:00,2.571
2021-10-05 23:51:00,2.661
2021-10-05 23:52:00,2.661
2021-10-05 23:53:00,2.661
2021-10-05 23:54:00,2.661
2021-10-05 23:55:00,2.661
2021-10-05 23:56:00,2.661
2021-10-05 23:57:00,2.661
2021-10-05 23:58:00,2.661
2021-10-05 23:59:00,2.661
2021-10-06 00:00:00,2.747
2021-10-06 00:01:00,2.747
2021-10-06 00:02:00,2.747
2021-10-06 00:03:00,2.747
2021-10-06 00:04:00,2.747
2021-10-06 00:05:00,2.747
2021-10-06 00:06:00,2.747
2021-10-06 00:07:00,2.747
2021-10-06 00:08:00,2.747
2021-10-06 00:09:00,2.747
2021-10-06 00:10:00,2.747
2021-10-06 00:11:00,2.83
2021-10-06 00:12:00,2.83
2021-10-06 00:13:00,2.83
2021-10-06 00:14:00,2.83
2021-10-06 00:15:00,2.83
2021-10-06 00:16:00,2.83
2021-10-06 00:17:00,2.83
2021-10-06 00:18:00,2.83
2021-10-06 00:19:00,2.83
2021-10-06 00:20:00,2.83
2021-10-06 00:21:00,2.907
2021-10-06 00:22:00,2.907
2021-10-06 00:23:00,2.907
2021-10-06 00:24:00,2.907
2021-10-06 00:25:00,2.907
2021-10-06 00:26:00,2.907
2021-10-06 00:27:00,2.907
2021-10-06 00:28:00,2.907
2021-10-06 00:29:00,2.907
2021-10-06 00:30:00,2.979
2021-10-06 00:31:00,2.979
2021-10-06 00:32:00,2.979
2021-10-06 00:33:00,2.979
2021-10-06 00:34:00,2.979
2021-10-06 00:35:00,2.979
2021-10-06 00:36:00,2.979
2021-10-06 00:37:00,2.979
2021-10-06 00:38:00,2.979
2021-10-06 00:39:00,2.979
2021-10-06 00:40:00,2.979
2021-10-06 00:41:00,3.045
2021-10-06 00:42:00,3.045
2021-10-06 00:43:00,3.045
2021-10-06 00:44:00,3.045
2021-10-06 00:45:00,3.045
2021-10-06 00:46:00,3.045
2021-10-06 00:47:00,3.045
2021-10-06 00:48:00,3.045
2021-10-06 00:49:00,3.045
2021-10-06 00:50:00,3.045
2021-10-06 00:51:00,3.104
2021-10-06 00:52:00,3.104
2021-10-06 00:53:00,3.104
2021-10-06 00:54:00,3.104
2021-10-06 00:55:00,3.104
2021-10-06 00:56:00,3.104
2021-10-06 00:57:00,3.104
2021-10-06 00:58:00,3.104
2021-10-06 00:59:00,3.104
2021-10-06 01:00:00,3.157
2021-10-06 01:01:00,3.157
2021-10-06 01:02:00,3.157
2021-10-06 01:03:00,3.157
2021-10-06 01:04:00,3.157
2021-10-06 01:05:00,3.157
2021-10-06 01:06:00,3.157
2021-10-06 01:07:00,3.157
2021-10-06 01:08:00,3.157
2021-10-06 01:09:00,3.157
2021-10-06 01:10:00,3.157
2021-10-06 01:11:00,3.202
2021-10-06 01:12:00,3.202
2021-10-06 01:13:00,3.202
2021-10-06 01:14:00,3.202
2021-10-06 01:15:00,3.202
2021-10-06 01:16:00,3.202
2021-10-06 01:17:00,3.202
2021-10-06 01:18:00,3.202
2021-10-06 01:19:00,3.202
2021-10-06 01:20:00,3.202
2021-10-06 01:21:00,3.24
2021-10-06 01:22:00,3.24
2021-10-06 01:23:00,3.24
2021-10-06 01:24:00,3.24
2021-10-06 01:25:00,3.24
2021-10-06 01:26:00,3.24
2021-10-06 01:27:00,3.24
2021-10-06 01:28:00,3.24
2021-10-06 01:29:00,3.24
2021-10-06 01:30:00,3.27
2021-10-06 01:31:00,3.27
2021-10-06 01:32:00,3.27
2021-10-06 01:33:00,3.27
2021-10-06 01:34:00,3.27
2021-10-06 01:35:00,3.27
2021-10-06 01:36:00,3.27
2021-10-06 01:37:00,3.27
2021-10-06 01:38:00,3.27
2021-10-06 01:39:00,3.27
2021-10-06 01:40:00,3.27
2021-10-06 01:41:00,3.292
2021-10-06 01:42:00,3.292
2021-10-06 01:43:00,3.292
2021-10-06 01:44:00,3.292
2021-10-06 01:45:00,3.292
2021-10-06 01:46:00,3.292
2021-10-06 01:47:00,3.292
2021-10-06 01:48:00,3.292
2021-10-06 01:49:00,3.292
2021-10-06 01:50:00,3.292
2021-10-06 01:51:00,3.305
2021-10-06 01:52:00,3.305
2021-10-06 01:53:00,3.305
2021-10-06 01:54:00,3.305
2021-10-06 01:55:00,3.305
2021-10-06 01:56:00,3.305
2021-10-06 01:57:00,3.305
2021-10-06 01:58:00,3.305
2021-10-06 01:59:00,3.305
2021-10-06 02:00:00,3.311
2021-10-06 02:01:00,3.311
2021-10-06 02:02:00,3.311
2021-10-06 02:03:00,3.311
2021-10-06 02:04:00,3.311
2021-10-06 02:05:00,3.311
2021-10-06 02:06:00,3.311
2021-10-06 02:07:00,3.311
2021-10-06 02:08:00,3.311
2021-10-06 02:09:00,3.311
2021-10-06 02:10:00,3.311
2021-10-06 02:11:00,3.308
2021-10-06 02:12:00,3.308
2021-10-06 02:13:00,3.308
2021-10-06 02:14:00,3.308
2021-10-06 02:15:00,3.308
2021-10-06 02:16:00,3.308
2021-10-06 02:17:00,3.308
2021-10-06 02:18:00,3.308
2021-10-06 02:19:00,3.308
2021-10-06 02:20:00,3.308
2021-10-06 02:21:00,3.296
2021-10-06 02:22:00,3.296
2021-10-06 02:23:00,3.296
2021-10-06 02:24:00,3.296
2021-10-06 02:25:00,3.296
2021-10-06 02:26:00,3.296
2021-10-06 02:27:00,3.296
2021-10-06 02:28:00,3.296
2021-10-06 02:29:00,3.296
2021-10-06 02:30:00,3.276
2021-10-06 02:31:00,3.276
2021-10-06 02:32:00,3.276
2021-10-06 02:33:00,3.276
2021-10-06 02:34:00,3.276
2021-10-06 02:35:00,3.276
2021-10-06 02:36:00,3.276
2021-10-06 02:37:00,3.276
2021-10-06 02:38:00,3.276
2021-10-06 02:39:00,3.276
2021-10-06 02:40:00,3.276
2021-10-06 02:41:00,3.248
2021-10-06 02:42:00,3.248
2021-10-06 02:43:00,3.248
2021-10-06 02:44:00,3.248
2021-10-06 02:45:00,3.248
2021-10-06 02:46:00,3.248
2021-10-06 02:47:00,3.248
2021-10-06 02:48:00,3.248
2021-10-06 02:49:00,3.248
2021-10-06 02:50:00,3.248
2021-10-06 02:51:00,3.213
2021-10-06 02:52:00,3.213
2021-10-06 02:53:00,3.213
2021-10-06 02:54:00,3.213
2021-10-06 02:55:00,3.213
2021-10-06 02:56:00,3.213
2021-10-06 02:57:00,3.213
2021-10-06 02:58:00,3.213
2021-10-06 02:59:00,3.213
2021-10-06 03:00:00,3.169
2021-10-06 03:01:00,3.169
2021-10-06 03:02:00,3.169
2021-10-06 03:03:00,3.169
2021-10-06 03:04:00,3.169
2021-10-06 03:05:00,3.169
2021-10-06 03:06:00,3.169
2021-10-06 03:07:00,3.169
2021-10-06 03:08:00,3.169
2021-10-06 03:09:00,3.169
2021-10-06 03:10:00,3.169
2021-10-06 03:11:00,3.119
2021-10-06 03:12:00,3.119
2021-10-06 03:13:00,3.119
2021-10-06 03:14:00,3.119
2021-10-06 03:15:00,3.119
2021-10-06 03:16:00,3.119
2021-10-06 03:17:00,3.119
2021-10-06 03:18:00,3.119
2021-10-06 03:19:00,3.119
2021-10-06 03:20:00,3.119
2021-10-06 03:21:00,3.061
2021-10-06 03:22:00,3.061
2021-10-06 03:23:00,3.061
2021-10-06 03:24:00,3.061
2021-10-06 03:25:00,3.061
2021-10-06 03:26:00,3.061
2021-10-06 03:27:00,3.061
2021-10-06 03:28:00,3.061
2021-10-06 03:29:00,3.061
2021-10-06 03:30:00,2.997
2021-10-06 03:31:00,2.997
2021-10-06 03:32:00,2.997
2021-10-06 03:33:00,2.997
2021-10-06 03:34:00,2.997
2021-10-06 03:35:00,2.997
2021-10-06 03:36:00,2.997
